;truth_id;detection_id;stamp_sec;frame_nb;occlusion_severity;undetected;truth_width;truth_height;det_width;det_height;truth_box;det_box
10;782;782;1628506192;0;0,7304347826086955;no;0,04322916666666665;0,09583333333333335;0,04322916641831398;0,09583333134651184;[0.13416666666666666, 0.23, 0.7619791666666667, 0.8052083333333333];[0.13416666666666666, 0.23, 0.7619791666666667, 0.8052083333333333]
11;621;621;1628506192;0;0,7304347826086955;no;0,05729166666666663;0,1275;0,0572916679084301;0,12833333015441895;[0.07666666666666666, 0.20416666666666666, 0.7494791666666667, 0.8067708333333333];[0.07666666666666666, 0.20416666666666666, 0.7494791666666667, 0.8067708333333333]
12;624;624;1628506192;0;0,13003612114476254;no;0,031770833333333304;0,04916666666666668;0,03177083283662796;0,04916666820645332;[0.10166666666666667, 0.15083333333333335, 0.4578125, 0.4895833333333333];[0.10166666666666667, 0.15083333333333335, 0.4578125, 0.4895833333333333]
13;404;404;1628506192;0;0,13003612114476254;no;0,04270833333333335;0,08333333333333331;0,04270833358168602;0,10833333432674408;[0.04833333333333333, 0.13166666666666665, 0.421875, 0.46458333333333335];[0.04833333333333333, 0.13166666666666665, 0.421875, 0.46458333333333335]
14;506;506;1628506192;0;0,2968660149511205;no;0,038541666666666696;0,07833333333333332;0,03854166716337204;0,07833333313465118;[0.0475, 0.12583333333333332, 0.7291666666666666, 0.7677083333333333];[0.0475, 0.12583333333333332, 0.7291666666666666, 0.7677083333333333]
15;621;621;1628506192;0;0,2968660149511205;no;0,05729166666666663;0,1275;0,0572916679084301;0,12833333015441895;[0.07666666666666666, 0.20416666666666666, 0.7494791666666667, 0.8067708333333333];[0.07666666666666666, 0.20416666666666666, 0.7494791666666667, 0.8067708333333333]
16;785;785;1628506192;0;0,3064516129032261;no;0,03802083333333334;0,05166666666666668;0,03802083432674408;0,05166666582226753;[0.12416666666666666, 0.17583333333333334, 0.37135416666666665, 0.409375];[0.12416666666666666, 0.17583333333333334, 0.37135416666666665, 0.409375]
17;692;692;1628506192;0;0,3064516129032261;no;0,049479166666666685;0,10250000000000001;0,0494791679084301;0,10249999910593033;[0.0375, 0.14, 0.3651041666666667, 0.41458333333333336];[0.0375, 0.14, 0.3651041666666667, 0.41458333333333336]
18;784;784;1628506192;0;0,2244766505636071;no;0,07187500000000002;0,15000000000000002;0,07187499850988388;0,14916667342185974;[0.09416666666666666, 0.24416666666666667, 0.928125, 1.0];[0.09416666666666666, 0.24416666666666667, 0.928125, 1.0]
19;768;768;1628506192;0;0,2244766505636071;no;0,125;0,25083333333333335;0,125;0,2516666650772095;[0.1875, 0.43833333333333335, 0.8458333333333333, 0.9708333333333333];[0.1875, 0.43833333333333335, 0.8458333333333333, 0.9708333333333333]
20;771;771;1628506192;0;0,34298683032860217;no;0,10312500000000002;0,1316666666666666;0,10312499850988388;0,1316666603088379;[0.53, 0.6616666666666666, 0.7958333333333333, 0.8989583333333333];[0.53, 0.6616666666666666, 0.7958333333333333, 0.8989583333333333]
21;774;774;1628506192;0;0,34298683032860217;no;0,1171875;0,15666666666666673;0,1171875;0,15666666626930237;[0.6, 0.7566666666666667, 0.8234375, 0.940625];[0.6, 0.7566666666666667, 0.8234375, 0.940625]
22;708;708;1628506192;0;0,34683619160260215;no;0,09270833333333339;0,19;0,09218750149011612;0,19083333015441895;[0.125, 0.315, 0.8010416666666667, 0.89375];[0.125, 0.315, 0.8010416666666667, 0.89375]
23;768;768;1628506192;0;0,34683619160260215;no;0,125;0,25083333333333335;0,125;0,2516666650772095;[0.1875, 0.43833333333333335, 0.8458333333333333, 0.9708333333333333];[0.1875, 0.43833333333333335, 0.8458333333333333, 0.9708333333333333]
24;768;768;1628506192;0;0,21004566210045672;no;0,125;0,25083333333333335;0,125;0,2516666650772095;[0.1875, 0.43833333333333335, 0.8458333333333333, 0.9708333333333333];[0.1875, 0.43833333333333335, 0.8458333333333333, 0.9708333333333333]
25;776;776;1628506192;0;0,21004566210045672;no;0,08750000000000002;0,12166666666666659;0,08749999850988388;0,12166666984558105;[0.4, 0.5216666666666666, 0.9125, 1.0];[0.4, 0.5216666666666666, 0.9125, 1.0]
26;729;729;1628506192;1;0,40000000000000024;no;0,0234375;0,020833333333333315;0,0234375;0,02083333395421505;[0.19166666666666668, 0.2125, 0.7223958333333333, 0.7458333333333333];[0.19166666666666668, 0.2125, 0.7223958333333333, 0.7458333333333333]
27;677;677;1628506192;1;0,40000000000000024;no;0,05104166666666665;0,06833333333333336;0,05104166641831398;0,06833333522081375;[0.20416666666666666, 0.2725, 0.7052083333333333, 0.75625];[0.20416666666666666, 0.2725, 0.7052083333333333, 0.75625]
28;517;517;1628506192;1;0,1544622425629289;no;0,02239583333333328;0,037500000000000006;0,02239583246409893;0,03750000149011612;[0.06416666666666666, 0.10166666666666667, 0.6828125, 0.7052083333333333];[0.06416666666666666, 0.10166666666666667, 0.6828125, 0.7052083333333333]
29;762;762;1628506192;1;0,1544622425629289;no;0,019791666666666652;0,03833333333333333;0,01979166641831398;0,038333334028720856;[0.034166666666666665, 0.0725, 0.6770833333333334, 0.696875];[0.034166666666666665, 0.0725, 0.6770833333333334, 0.696875]
30;332;332;1628506192;1;0,11052631578947347;no;0,039583333333333415;0,0625;0,03958333283662796;0,0625;[0.0025, 0.065, 0.7505208333333333, 0.7901041666666667];[0.0025, 0.065, 0.7505208333333333, 0.7901041666666667]
31;506;506;1628506192;1;0,11052631578947347;no;0,03802083333333328;0,0775;0,03802083432674408;0,07750000059604645;[0.0475, 0.125, 0.728125, 0.7661458333333333];[0.0475, 0.125, 0.728125, 0.7661458333333333]
32;769;-1;1628506192;1;0,11688311688311703;yes;0,021875000000000033;0,02750000000000001;-1,0;-1,0;[0.06833333333333333, 0.09583333333333334, 0.47291666666666665, 0.4947916666666667];-1
33;785;785;1628506192;1;0,26984126984126994;no;0,03802083333333334;0,052500000000000005;0,03802083432674408;0,05249999836087227;[0.12416666666666666, 0.17666666666666667, 0.3697916666666667, 0.4078125];[0.12416666666666666, 0.17666666666666667, 0.3697916666666667, 0.4078125]
34;692;692;1628506192;1;0,26984126984126994;no;0,04791666666666666;0,10083333333333333;0,04791666567325592;0,10083333402872086;[0.0375, 0.13833333333333334, 0.3651041666666667, 0.41302083333333334];[0.0375, 0.13833333333333334, 0.3651041666666667, 0.41302083333333334]
35;782;782;1628506192;1;0,7280701754385966;no;0,04322916666666665;0,095;0,04322916641831398;0,0949999988079071;[0.13333333333333333, 0.22833333333333333, 0.7604166666666666, 0.8036458333333333];[0.13333333333333333, 0.22833333333333333, 0.7604166666666666, 0.8036458333333333]
36;621;621;1628506192;1;0,7280701754385966;no;0,055208333333333304;0,125;0,05520833283662796;0,12583333253860474;[0.0775, 0.2025, 0.7494791666666667, 0.8046875];[0.0775, 0.2025, 0.7494791666666667, 0.8046875]
37;624;624;1628506192;1;0,15163934426229525;no;0,031770833333333304;0,05;0,03177083283662796;0,05000000074505806;[0.10166666666666667, 0.15166666666666667, 0.45677083333333335, 0.48854166666666665];[0.10166666666666667, 0.15166666666666667, 0.45677083333333335, 0.48854166666666665]
38;404;404;1628506192;1;0,15163934426229525;no;0,04375000000000001;0,08416666666666667;0,04374999925494194;0,10833333432674408;[0.04833333333333333, 0.1325, 0.42083333333333334, 0.46458333333333335];[0.04833333333333333, 0.1325, 0.42083333333333334, 0.46458333333333335]
39;506;506;1628506192;1;0,2686699072028275;no;0,03802083333333328;0,0775;0,03802083432674408;0,07750000059604645;[0.0475, 0.125, 0.728125, 0.7661458333333333];[0.0475, 0.125, 0.728125, 0.7661458333333333]
40;621;621;1628506192;1;0,2686699072028275;no;0,055208333333333304;0,125;0,05520833283662796;0,12583333253860474;[0.0775, 0.2025, 0.7494791666666667, 0.8046875];[0.0775, 0.2025, 0.7494791666666667, 0.8046875]
41;508;-1;1628506192;1;0,7017543859649104;yes;0,029687499999999978;0,05499999999999999;-1,0;-1,0;[0.05, 0.105, 0.7192708333333333, 0.7489583333333333];-1
42;771;771;1628506192;1;0,3477176831607207;no;0,10312500000000002;0,1316666666666667;0,10312499850988388;0,1316666603088379;[0.5233333333333333, 0.655, 0.7947916666666667, 0.8979166666666667];[0.5233333333333333, 0.655, 0.7947916666666667, 0.8979166666666667]
43;774;774;1628506192;1;0,3477176831607207;no;0,11562499999999998;0,15249999999999997;0,11562500149011612;0,1525000035762787;[0.5933333333333334, 0.7458333333333333, 0.8213541666666667, 0.9369791666666667];[0.5933333333333334, 0.7458333333333333, 0.8213541666666667, 0.9369791666666667]
44;776;776;1628506192;1;0,2198189537771368;no;0,08906250000000004;0,1216666666666667;0,08906249701976776;0,12166666984558105;[0.395, 0.5166666666666667, 0.9109375, 1.0];[0.395, 0.5166666666666667, 0.9109375, 1.0]
45;768;768;1628506192;1;0,2198189537771368;no;0,125;0,24916666666666668;0,125;0,24916666746139526;[0.18666666666666668, 0.43583333333333335, 0.8442708333333333, 0.9692708333333333];[0.18666666666666668, 0.43583333333333335, 0.8442708333333333, 0.9692708333333333]
46;784;784;1628506192;1;0,2197005516154452;no;0,07343750000000004;0,15000000000000002;0,07343749701976776;0,14916667342185974;[0.09333333333333334, 0.24333333333333335, 0.9265625, 1.0];[0.09333333333333334, 0.24333333333333335, 0.9265625, 1.0]
47;768;768;1628506192;1;0,2197005516154452;no;0,125;0,24916666666666668;0,125;0,24916666746139526;[0.18666666666666668, 0.43583333333333335, 0.8442708333333333, 0.9692708333333333];[0.18666666666666668, 0.43583333333333335, 0.8442708333333333, 0.9692708333333333]
48;708;708;1628506192;1;0,34636519459568493;no;0,09062500000000007;0,19;0,09062500298023224;0,19083333015441895;[0.1225, 0.3125, 0.8010416666666667, 0.8916666666666667];[0.1225, 0.3125, 0.8010416666666667, 0.8916666666666667]
49;768;768;1628506192;1;0,34636519459568493;no;0,125;0,24916666666666668;0,125;0,24916666746139526;[0.18666666666666668, 0.43583333333333335, 0.8442708333333333, 0.9692708333333333];[0.18666666666666668, 0.43583333333333335, 0.8442708333333333, 0.9692708333333333]
50;628;628;1628506192;2;0,2656250000000007;no;0,01666666666666672;0,021666666666666667;0,01666666753590107;0,021666666492819786;[0.0475, 0.06916666666666667, 0.5359375, 0.5526041666666667];[0.0475, 0.06916666666666667, 0.5359375, 0.5526041666666667]
51;767;767;1628506192;2;0,2656250000000007;no;0,019270833333333348;0,02333333333333333;0,01927083358168602;0,023333333432674408;[0.058333333333333334, 0.08166666666666667, 0.5255208333333333, 0.5447916666666667];[0.058333333333333334, 0.08166666666666667, 0.5255208333333333, 0.5447916666666667]
52;517;-1;1628506192;2;0,1544622425629289;yes;0,02239583333333328;0,037500000000000006;-1,0;-1,0;[0.06416666666666666, 0.10166666666666667, 0.6828125, 0.7052083333333333];-1
53;332;332;1628506192;2;0,11193415637860069;no;0,042187500000000044;0,0625;0,04218750074505806;0,0625;[0.0008333333333333334, 0.06333333333333334, 0.7484375, 0.790625];[0.0008333333333333334, 0.06333333333333334, 0.7484375, 0.790625]
54;506;506;1628506192;2;0,11193415637860069;no;0,03749999999999998;0,07833333333333334;0,03750000149011612;0,07750000059604645;[0.04666666666666667, 0.125, 0.7286458333333333, 0.7661458333333333];[0.04666666666666667, 0.125, 0.7286458333333333, 0.7661458333333333]
55;782;782;1628506192;2;0,7345132743362832;no;0,042187500000000044;0,09416666666666668;0,0416666679084301;0,09416666626930237;[0.13166666666666665, 0.22583333333333333, 0.7598958333333333, 0.8020833333333334];[0.13166666666666665, 0.22583333333333333, 0.7598958333333333, 0.8020833333333334]
56;621;621;1628506192;2;0,7345132743362832;no;0,0546875;0,12333333333333334;0,0546875;0,12333333492279053;[0.0775, 0.20083333333333334, 0.75, 0.8046875];[0.0775, 0.20083333333333334, 0.75, 0.8046875]
57;624;624;1628506192;2;0,1476216511755058;no;0,03229166666666666;0,04916666666666668;0,03229166567325592;0,04916666820645332;[0.1025, 0.15166666666666667, 0.4557291666666667, 0.48802083333333335];[0.1025, 0.15166666666666667, 0.4557291666666667, 0.48802083333333335]
58;404;404;1628506192;2;0,1476216511755058;no;0,04427083333333337;0,08416666666666667;0,0442708320915699;0,10916666686534882;[0.04833333333333333, 0.1325, 0.4192708333333333, 0.4635416666666667];[0.04833333333333333, 0.1325, 0.4192708333333333, 0.4635416666666667]
59;506;506;1628506192;2;0,2610815602836876;no;0,03749999999999998;0,07833333333333334;0,03750000149011612;0,07750000059604645;[0.04666666666666667, 0.125, 0.7286458333333333, 0.7661458333333333];[0.04666666666666667, 0.125, 0.7286458333333333, 0.7661458333333333]
60;621;621;1628506192;2;0,2610815602836876;no;0,0546875;0,12333333333333334;0,0546875;0,12333333492279053;[0.0775, 0.20083333333333334, 0.75, 0.8046875];[0.0775, 0.20083333333333334, 0.75, 0.8046875]
61;508;-1;1628506192;2;0,6842105263157885;yes;0,029687499999999978;0,05499999999999999;-1,0;-1,0;[0.05, 0.105, 0.7192708333333333, 0.7489583333333333];-1
62;785;785;1628506192;2;0,2222222222222221;no;0,03802083333333334;0,05249999999999999;0,03802083432674408;0,05249999836087227;[0.125, 0.1775, 0.3692708333333333, 0.40729166666666666];[0.125, 0.1775, 0.3692708333333333, 0.40729166666666666]
63;692;692;1628506192;2;0,2222222222222221;no;0,049479166666666685;0,09833333333333333;0,0494791679084301;0,09833333641290665;[0.03833333333333333, 0.13666666666666666, 0.36354166666666665, 0.41302083333333334];[0.03833333333333333, 0.13666666666666666, 0.36354166666666665, 0.41302083333333334]
64;774;774;1628506192;2;0,3464331210191081;no;0,11249999999999993;0,15083333333333337;0,11249999701976776;0,1508333384990692;[0.5866666666666667, 0.7375, 0.8197916666666667, 0.9322916666666666];[0.5866666666666667, 0.7375, 0.8197916666666667, 0.9322916666666666]
65;771;771;1628506192;2;0,3464331210191081;no;0,10416666666666663;0,13083333333333336;0,1041666641831398;0,13083332777023315;[0.5175, 0.6483333333333333, 0.7921875, 0.8963541666666667];[0.5175, 0.6483333333333333, 0.7921875, 0.8963541666666667]
66;768;768;1628506192;2;0,22337533975784502;no;0,12343749999999998;0,24333333333333332;0,12343750149011612;0,24250000715255737;[0.18916666666666668, 0.4325, 0.84375, 0.9671875];[0.18916666666666668, 0.4325, 0.84375, 0.9671875]
67;776;776;1628506192;2;0,22337533975784502;no;0,08906250000000004;0,11833333333333335;0,08958332985639572;0,11833333224058151;[0.3925, 0.5108333333333334, 0.9083333333333333, 0.9973958333333334];[0.3925, 0.5108333333333334, 0.9083333333333333, 0.9973958333333334]
68;768;768;1628506192;2;0,3181818181818181;no;0,12343749999999998;0,24333333333333332;0,12343750149011612;0,24250000715255737;[0.18916666666666668, 0.4325, 0.84375, 0.9671875];[0.18916666666666668, 0.4325, 0.84375, 0.9671875]
69;708;708;1628506192;2;0,3181818181818181;no;0,09062499999999996;0,19249999999999998;0,09062500298023224;0,19249999523162842;[0.11916666666666667, 0.31166666666666665, 0.7984375, 0.8890625];[0.11916666666666667, 0.31166666666666665, 0.7984375, 0.8890625]
70;768;768;1628506192;2;0,20360024829298556;no;0,12343749999999998;0,24333333333333332;0,12343750149011612;0,24250000715255737;[0.18916666666666668, 0.4325, 0.84375, 0.9671875];[0.18916666666666668, 0.4325, 0.84375, 0.9671875]
71;784;784;1628506192;2;0,20360024829298556;no;0,07500000000000007;0,14916666666666667;0,07500000298023224;0,14916667342185974;[0.09333333333333334, 0.2425, 0.9244791666666666, 0.9994791666666667];[0.09333333333333334, 0.2425, 0.9244791666666666, 0.9994791666666667]
72;628;-1;1628506192;3;0,23798076923076916;yes;0,01666666666666672;0,021666666666666667;-1,0;-1,0;[0.0475, 0.06916666666666667, 0.5359375, 0.5526041666666667];-1
73;332;332;1628506192;3;0,12262262262262222;no;0,042187500000000044;0,06166666666666666;0,04218750074505806;0,061666667461395264;[0.0025, 0.06416666666666666, 0.7479166666666667, 0.7901041666666667];[0.0025, 0.06416666666666666, 0.7479166666666667, 0.7901041666666667]
74;506;506;1628506192;3;0,12262262262262222;no;0,03802083333333328;0,07833333333333334;0,03802083432674408;0,07750000059604645;[0.04666666666666667, 0.125, 0.728125, 0.7661458333333333];[0.04666666666666667, 0.125, 0.728125, 0.7661458333333333]
75;782;782;1628506192;3;0,7387387387387387;no;0,04166666666666663;0,0925;0,0416666679084301;0,0925000011920929;[0.1325, 0.225, 0.7598958333333333, 0.8015625];[0.1325, 0.225, 0.7598958333333333, 0.8015625]
76;621;621;1628506192;3;0,7387387387387387;no;0,056770833333333326;0,125;0,05677083507180214;0,125;[0.07583333333333334, 0.20083333333333334, 0.7479166666666667, 0.8046875];[0.07583333333333334, 0.20083333333333334, 0.7479166666666667, 0.8046875]
77;624;624;1628506192;3;0,16174863387978197;no;0,03125;0,05083333333333333;0,03125;0,050833333283662796;[0.10166666666666667, 0.1525, 0.4552083333333333, 0.4864583333333333];[0.10166666666666667, 0.1525, 0.4552083333333333, 0.4864583333333333]
78;404;404;1628506192;3;0,16174863387978197;no;0,04427083333333337;0,08416666666666667;0,0442708320915699;0,10916666686534882;[0.04833333333333333, 0.1325, 0.4192708333333333, 0.4635416666666667];[0.04833333333333333, 0.1325, 0.4192708333333333, 0.4635416666666667]
79;506;506;1628506192;3;0,30093267269017754;no;0,03802083333333328;0,07833333333333334;0,03802083432674408;0,07750000059604645;[0.04666666666666667, 0.125, 0.728125, 0.7661458333333333];[0.04666666666666667, 0.125, 0.728125, 0.7661458333333333]
80;621;621;1628506192;3;0,30093267269017754;no;0,056770833333333326;0,125;0,05677083507180214;0,125;[0.07583333333333334, 0.20083333333333334, 0.7479166666666667, 0.8046875];[0.07583333333333334, 0.20083333333333334, 0.7479166666666667, 0.8046875]
81;508;-1;1628506192;3;0,7017543859649104;yes;0,029687499999999978;0,05499999999999999;-1,0;-1,0;[0.05, 0.105, 0.7192708333333333, 0.7489583333333333];-1
82;785;785;1628506192;3;0,2461538461538464;no;0,03802083333333334;0,05416666666666668;0,03802083432674408;0,05416666716337204;[0.12416666666666666, 0.17833333333333334, 0.36875, 0.40677083333333336];[0.12416666666666666, 0.17833333333333334, 0.36875, 0.40677083333333336]
83;692;692;1628506192;3;0,2461538461538464;no;0,05104166666666665;0,09916666666666668;0,05104166641831398;0,09916666895151138;[0.03833333333333333, 0.1375, 0.3614583333333333, 0.4125];[0.03833333333333333, 0.1375, 0.3614583333333333, 0.4125]
84;774;774;1628506192;3;0,368020304568528;no;0,11250000000000004;0,15499999999999992;0,11249999701976776;0,15416666865348816;[0.5783333333333334, 0.7333333333333333, 0.8192708333333333, 0.9317708333333333];[0.5783333333333334, 0.7333333333333333, 0.8192708333333333, 0.9317708333333333]
85;771;771;1628506192;3;0,368020304568528;no;0,10260416666666661;0,1283333333333333;0,10312499850988388;0,12833333015441895;[0.5141666666666667, 0.6425, 0.7921875, 0.8947916666666667];[0.5141666666666667, 0.6425, 0.7921875, 0.8947916666666667]
86;768;768;1628506192;3;0,21064814814814842;no;0,12187500000000007;0,245;0,12187500298023224;0,24500000476837158;[0.185, 0.43, 0.8421875, 0.9640625];[0.185, 0.43, 0.8421875, 0.9640625]
87;784;784;1628506192;3;0,21064814814814842;no;0,07499999999999996;0,15000000000000002;0,07500000298023224;0,15000000596046448;[0.09333333333333334, 0.24333333333333335, 0.9234375, 0.9984375];[0.09333333333333334, 0.24333333333333335, 0.9234375, 0.9984375]
88;768;768;1628506192;3;0,2121212121212122;no;0,12187500000000007;0,245;0,12187500298023224;0,24500000476837158;[0.185, 0.43, 0.8421875, 0.9640625];[0.185, 0.43, 0.8421875, 0.9640625]
89;776;776;1628506192;3;0,2121212121212122;no;0,0859375;0,1175;0,0859375;0,11749999970197678;[0.3908333333333333, 0.5083333333333333, 0.909375, 0.9953125];[0.3908333333333333, 0.5083333333333333, 0.909375, 0.9953125]
90;768;768;1628506192;3;0,3378124765408003;no;0,12187500000000007;0,245;0,12187500298023224;0,24500000476837158;[0.185, 0.43, 0.8421875, 0.9640625];[0.185, 0.43, 0.8421875, 0.9640625]
91;708;708;1628506192;3;0,3378124765408003;no;0,09010416666666665;0,1925;0,09010417014360428;0,19249999523162842;[0.1175, 0.31, 0.7989583333333333, 0.8890625];[0.1175, 0.31, 0.7989583333333333, 0.8890625]
92;517;517;1628506192;4;0,15306122448979592;no;0,021874999999999978;0,035;0,02187499962747097;0,03500000014901161;[0.065, 0.1, 0.6817708333333333, 0.7036458333333333];[0.065, 0.1, 0.6817708333333333, 0.7036458333333333]
93;762;762;1628506192;4;0,15306122448979592;no;0,020312499999999956;0,03916666666666666;0,02031249925494194;0,03916666656732559;[0.03333333333333333, 0.0725, 0.6770833333333334, 0.6973958333333333];[0.03333333333333333, 0.0725, 0.6770833333333334, 0.6973958333333333]
94;782;782;1628506192;4;0,7168141592920356;no;0,04322916666666665;0,09416666666666665;0,04322916641831398;0,09416666626930237;[0.13, 0.22416666666666665, 0.7588541666666667, 0.8020833333333334];[0.13, 0.22416666666666665, 0.7588541666666667, 0.8020833333333334]
95;621;621;1628506192;4;0,7168141592920356;no;0,05625000000000002;0,12333333333333334;0,05624999850988388;0,12333333492279053;[0.07416666666666667, 0.1975, 0.7479166666666667, 0.8041666666666667];[0.07416666666666667, 0.1975, 0.7479166666666667, 0.8041666666666667]
96;506;506;1628506192;4;0,30932390631904527;no;0,03802083333333328;0,07749999999999999;0,03802083432674408;0,07666666805744171;[0.04666666666666667, 0.12416666666666666, 0.728125, 0.7661458333333333];[0.04666666666666667, 0.12416666666666666, 0.728125, 0.7661458333333333]
97;621;621;1628506192;4;0,30932390631904527;no;0,05625000000000002;0,12333333333333334;0,05624999850988388;0,12333333492279053;[0.07416666666666667, 0.1975, 0.7479166666666667, 0.8041666666666667];[0.07416666666666667, 0.1975, 0.7479166666666667, 0.8041666666666667]
98;508;-1;1628506192;4;0,7017543859649104;yes;0,029687499999999978;0,05499999999999999;-1,0;-1,0;[0.05, 0.105, 0.7192708333333333, 0.7489583333333333];-1
99;785;785;1628506192;4;0,1363636363636365;no;0,0390625;0,05499999999999999;0,0390625;0,054999999701976776;[0.125, 0.18, 0.365625, 0.4046875];[0.125, 0.18, 0.365625, 0.4046875]
100;692;692;1628506192;4;0,1363636363636365;no;0,048958333333333326;0,09416666666666668;0,04895833507180214;0,09416666626930237;[0.03833333333333333, 0.1325, 0.3619791666666667, 0.4109375];[0.03833333333333333, 0.1325, 0.3619791666666667, 0.4109375]
101;624;624;1628506192;4;0,18571428571428508;no;0,03125;0,05249999999999999;0,03125;0,05249999836087227;[0.10083333333333333, 0.15333333333333332, 0.4546875, 0.4859375];[0.10083333333333333, 0.15333333333333332, 0.4546875, 0.4859375]
102;404;404;1628506192;4;0,18571428571428508;no;0,04635416666666664;0,08499999999999999;0,04635416716337204;0,10999999940395355;[0.04833333333333333, 0.13333333333333333, 0.41770833333333335, 0.4640625];[0.04833333333333333, 0.13333333333333333, 0.41770833333333335, 0.4640625]
103;768;768;1628506192;4;0,21535628639945173;no;0,12187499999999996;0,24333333333333337;0,12187500298023224;0,2433333396911621;[0.18333333333333332, 0.4266666666666667, 0.8395833333333333, 0.9614583333333333];[0.18333333333333332, 0.4266666666666667, 0.8395833333333333, 0.9614583333333333]
104;776;776;1628506192;4;0,21535628639945173;no;0,08750000000000002;0,11583333333333329;0,08749999850988388;0,1158333346247673;[0.3875, 0.5033333333333333, 0.9057291666666667, 0.9932291666666667];[0.3875, 0.5033333333333333, 0.9057291666666667, 0.9932291666666667]
105;768;768;1628506192;4;0,35386237012498134;no;0,12187499999999996;0,24333333333333337;0,12187500298023224;0,2433333396911621;[0.18333333333333332, 0.4266666666666667, 0.8395833333333333, 0.9614583333333333];[0.18333333333333332, 0.4266666666666667, 0.8395833333333333, 0.9614583333333333]
106;708;708;1628506192;4;0,35386237012498134;no;0,09062499999999996;0,19083333333333335;0,09062500298023224;0,19083333015441895;[0.1175, 0.30833333333333335, 0.7979166666666667, 0.8885416666666667];[0.1175, 0.30833333333333335, 0.7979166666666667, 0.8885416666666667]
107;768;768;1628506192;4;0,19813780260707625;no;0,12187499999999996;0,24333333333333337;0,12187500298023224;0,2433333396911621;[0.18333333333333332, 0.4266666666666667, 0.8395833333333333, 0.9614583333333333];[0.18333333333333332, 0.4266666666666667, 0.8395833333333333, 0.9614583333333333]
108;784;784;1628506192;4;0,19813780260707625;no;0,078125;0,14916666666666667;0,078125;0,14916667342185974;[0.0925, 0.24166666666666667, 0.921875, 1.0];[0.0925, 0.24166666666666667, 0.921875, 1.0]
109;771;771;1628506192;4;0,39047619047619087;no;0,1015625;0,1283333333333334;0,1015625;0,12833333015441895;[0.5083333333333333, 0.6366666666666667, 0.7901041666666667, 0.8916666666666667];[0.5083333333333333, 0.6366666666666667, 0.7901041666666667, 0.8916666666666667]
110;774;774;1628506192;4;0,39047619047619087;no;0,11250000000000004;0,15666666666666662;0,11249999701976776;0,15666666626930237;[0.5683333333333334, 0.725, 0.8171875, 0.9296875];[0.5683333333333334, 0.725, 0.8171875, 0.9296875]
