epochs,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.6189149618148804,0.4852331578731537,1.4608477354049683,0.5727569460868835
1,1.3324317932128906,0.5935074090957642,1.3355140686035156,0.589825451374054
2,1.2531638145446777,0.615628182888031,1.1954855918884277,0.6097564697265625
3,1.200836420059204,0.630051851272583,1.0601155757904053,0.6633666753768921
4,1.1445772647857666,0.6443809866905212,1.2890270948410034,0.6122711300849915
5,1.1095075607299805,0.6521830558776855,1.1661689281463623,0.630328357219696
6,1.0746099948883057,0.661133348941803,1.2612426280975342,0.6000152826309204
7,1.0516722202301025,0.6659529805183411,1.0146678686141968,0.6709839105606079
8,1.032414436340332,0.6714101433753967,1.1649342775344849,0.61761474609375
9,1.0145795345306396,0.6724584698677063,1.2680041790008545,0.5967132449150085
10,0.994852602481842,0.6775221824645996,0.9734787940979004,0.6778106689453125
11,0.9781898260116577,0.6810183525085449,0.8987840414047241,0.6952148675918579
12,0.9637695550918579,0.6846200227737427,0.9473592638969421,0.6773895025253296
13,0.9489898681640625,0.6875791549682617,0.9187524914741516,0.6945739984512329
14,0.935343325138092,0.6896665692329407,0.8907707333564758,0.7398163080215454
15,0.9265647530555725,0.6925187110900879,1.0177406072616577,0.663952648639679
16,0.9090527296066284,0.6959746479988098,0.8342087864875793,0.712597668170929
17,0.8988966941833496,0.6989203095436096,0.8446391820907593,0.73199462890625
18,0.8838305473327637,0.7029558420181274,0.9412707090377808,0.68475341796875
19,0.8819494843482971,0.7032411694526672,1.0217974185943604,0.656268298625946
20,0.8690572381019592,0.7053648829460144,0.8716894388198853,0.7071807980537415
21,0.8616837859153748,0.7082285284996033,0.962753415107727,0.710552990436554
22,0.851527988910675,0.7110854983329773,1.0051453113555908,0.6484954953193665
23,0.8396508097648621,0.7148522138595581,0.8924105763435364,0.70172119140625
24,0.8390466570854187,0.7146877646446228,0.9708107709884644,0.6902557611465454
25,0.8286838531494141,0.7174058556556702,0.9759876132011414,0.6706878542900085
26,0.8199533224105835,0.7189027070999146,0.9562326669692993,0.6679443120956421
27,0.8126770257949829,0.7228450775146484,0.7764449119567871,0.7216339111328125
28,0.8097331523895264,0.7226561307907104,0.8757559061050415,0.7128570675849915
29,0.8009516596794128,0.7259095311164856,1.0327954292297363,0.6701599359512329
30,0.7961567640304565,0.7270476222038269,0.9684348106384277,0.6524383425712585
31,0.794795572757721,0.7259353995323181,0.9944008588790894,0.6645141839981079
32,0.7856725454330444,0.7299365997314453,0.965357780456543,0.6847259402275085
33,0.7814022898674011,0.7305521965026855,0.881669819355011,0.6876739263534546
34,0.7782275676727295,0.732059895992279,0.8701179623603821,0.722973644733429
35,0.7727291584014893,0.7338163256645203,0.9369997978210449,0.6929290890693665
36,0.770767331123352,0.7351402640342712,0.843537449836731,0.7104583978652954
37,0.7637817859649658,0.7366712689399719,0.8819900751113892,0.7246307134628296
38,0.7634099125862122,0.7349796295166016,0.8972967863082886,0.7133544683456421
39,0.7566342949867249,0.7379789352416992,0.811769962310791,0.742175281047821
40,0.7563843727111816,0.738415539264679,0.960409939289093,0.6911651492118835
41,0.7482059001922607,0.7410786747932434,0.9912098050117493,0.6746795773506165
42,0.7423983216285706,0.7436399459838867,0.8240383863449097,0.721649169921875
43,0.7418553233146667,0.7448770403862,0.7949625849723816,0.738604724407196
44,0.7316666841506958,0.7471445798873901,0.9406603574752808,0.7059997320175171
45,0.7303087115287781,0.745993971824646,0.7157425880432129,0.7522979974746704
46,0.7263032793998718,0.7487718462944031,0.9190694689750671,0.6874237060546875
47,0.7271942496299744,0.747393012046814,0.8589715957641602,0.7112884521484375
48,0.7254408001899719,0.747942328453064,0.7761643528938293,0.7367614507675171
49,0.7203537225723267,0.7508496642112732,0.8642618060112,0.7095794677734375
50,0.7128064036369324,0.7516780495643616,0.778145968914032,0.7324157953262329
51,0.7146474719047546,0.7508758306503296,0.9507449269294739,0.6998656988143921
52,0.7120314240455627,0.7520199418067932,1.0059304237365723,0.6858276128768921
53,0.7044925689697266,0.7553853988647461,0.8733495473861694,0.7405670285224915
54,0.7053513526916504,0.7545355558395386,0.9235326051712036,0.7006591558456421
55,0.7021341919898987,0.7558914422988892,0.8498234748840332,0.7276946902275085
56,0.7006311416625977,0.7566497325897217,0.8788730502128601,0.70703125
57,0.6990470886230469,0.7564685344696045,0.9123603105545044,0.717602550983429
58,0.694599986076355,0.7581340074539185,0.8150472640991211,0.7176238894462585
59,0.6894071698188782,0.758699357509613,0.8162205815315247,0.7280243039131165
60,0.6843414306640625,0.7608894109725952,0.9090620875358582,0.6883910894393921
61,0.6848136186599731,0.7611246109008789,0.792539119720459,0.7394164800643921
62,0.6823692917823792,0.7620768547058105,0.8913477063179016,0.713208019733429
63,0.6802622675895691,0.7628859281539917,0.8398440480232239,0.7343384027481079
64,0.6826301217079163,0.7618861794471741,0.8179149627685547,0.728228747844696
65,0.6783234477043152,0.7636966705322266,0.8599356412887573,0.696362316608429
66,0.6700723171234131,0.7660044431686401,0.8783866763114929,0.705029308795929
67,0.6727843880653381,0.7648593783378601,0.7967857122421265,0.714062511920929
68,0.6629060506820679,0.7679712176322937,0.8628247380256653,0.6944824457168579
69,0.6692014336585999,0.7675067782402039,0.7809985876083374,0.7248901128768921
70,0.6640918850898743,0.7684804201126099,0.9043014645576477,0.7237793207168579
71,0.6621015667915344,0.767208456993103,0.7418535351753235,0.7292724847793579
72,0.6639623045921326,0.7675047516822815,0.9265580177307129,0.6982635259628296
73,0.6570712327957153,0.7696108222007751,0.9063370823860168,0.7020233273506165
